"Produto_Comprado","Id_Cliente"
"frankfurter","2698"
"rolls/buns","2698"
"brown bread","2698"
"shopping bags","2698"
"ham","2699"
"pork","2699"
"other vegetables","2699"
"whole milk","2699"
"frozen vegetables","2699"
"rolls/buns","2699"
"rum","2699"
"chocolate","2700"
"bottled beer","2701"
"newspapers","2701"
"chicken","2702"
"citrus fruit","2702"
"tropical fruit","2702"
"other vegetables","2702"
"whole milk","2702"
"whipped/sour cream","2702"
"rolls/buns","2702"
"pastry","2702"
"flour","2702"
"specialty chocolate","2702"
"specialty cheese","2703"
"hygiene articles","2703"
"newspapers","2703"
"shopping bags","2703"
"frankfurter","2704"
"sausage","2704"
"citrus fruit","2704"
"root vegetables","2704"
"other vegetables","2704"
"whole milk","2704"
"yogurt","2704"
"whipped/sour cream","2704"
"frozen vegetables","2704"
"white bread","2704"
"brown bread","2704"
"pasta","2704"
"vinegar","2704"
"soda","2704"
"salty snack","2704"
"detergent","2704"
"pip fruit","2705"
"bottled beer","2705"
"canned beer","2706"
"pork","2707"
"other vegetables","2707"
"soda","2707"
"canned beer","2708"
"beef","2709"
"root vegetables","2709"
"other vegetables","2709"
"whole milk","2709"
"dessert","2709"
"yogurt","2709"
"rolls/buns","2709"
"margarine","2709"
"jam","2709"
"soda","2709"
"liquor (appetizer)","2709"
"waffles","2709"
"chocolate marshmallow","2709"
"candy","2709"
"bathroom cleaner","2709"
"light bulbs","2709"
"rolls/buns","2710"
"pastry","2710"
"dental care","2711"
"male cosmetics","2711"
"sausage","2712"
"turkey","2712"
"beef","2712"
"citrus fruit","2712"
"herbs","2712"
"flour","2712"
"margarine","2712"
"Instant food products","2712"
"bottled water","2712"
"rolls/buns","2713"
"soda","2713"
"whole milk","2714"
"pastry","2714"
"soda","2714"
"beef","2715"
"tropical fruit","2715"
"root vegetables","2715"
"whole milk","2715"
"ham","2716"
"whole milk","2716"
"domestic eggs","2716"
"tea","2716"
"bottled water","2716"
"bottled beer","2716"
"finished products","2717"
"chicken","2717"
"pork","2717"
"beef","2717"
"hamburger meat","2717"
"berries","2717"
"butter","2717"
"domestic eggs","2717"
"rolls/buns","2717"
"brown bread","2717"
"pastry","2717"
"flour","2717"
"Instant food products","2717"
"soda","2717"
"salty snack","2717"
"chocolate","2717"
"specialty chocolate","2717"
"hygiene articles","2717"
"flower (seeds)","2717"
"dessert","2718"
"beverages","2718"
"ice cream","2718"
"soda","2718"
"rolls/buns","2719"
"bottled water","2719"
"bottled beer","2719"
"sausage","2720"
"liver loaf","2720"
"misc. beverages","2720"
"fruit/vegetable juice","2720"
"canned beer","2720"
"salty snack","2720"
"shopping bags","2720"
"citrus fruit","2721"
"soda","2721"
"misc. beverages","2721"
"canned beer","2721"
"chocolate","2721"
"specialty chocolate","2721"
"candy","2721"
"shopping bags","2721"
"whole milk","2722"
"frozen vegetables","2722"
"whole milk","2723"
"curd","2723"
"margarine","2723"
"sausage","2724"
"yogurt","2724"
"cream","2724"
"root vegetables","2725"
"whole milk","2725"
"oil","2725"
"mustard","2725"
"fruit/vegetable juice","2725"
"waffles","2725"
"dishes","2725"
"shopping bags","2725"
"organic sausage","2726"
"rolls/buns","2726"
"pork","2727"
"tropical fruit","2727"
"other vegetables","2727"
"coffee","2727"
"shopping bags","2727"
"dessert","2728"
"yogurt","2728"
"rolls/buns","2728"
"meat spreads","2728"
"bottled water","2728"
"soda","2728"
"chocolate","2728"
"shopping bags","2728"
"canned beer","2729"
"citrus fruit","2730"
"root vegetables","2730"
"other vegetables","2730"
"whipped/sour cream","2730"
"processed cheese","2730"
"rolls/buns","2730"
"newspapers","2730"
"hamburger meat","2731"
"root vegetables","2731"
"frozen vegetables","2731"
"rolls/buns","2731"
"brown bread","2731"
"margarine","2731"
"soda","2731"
"fruit/vegetable juice","2731"
"white wine","2731"
"kitchen towels","2731"
"newspapers","2731"
"citrus fruit","2732"
"tropical fruit","2732"
"pip fruit","2732"
"grapes","2732"
"berries","2732"
"root vegetables","2732"
"other vegetables","2732"
"beverages","2732"
"Instant food products","2732"
"long life bakery product","2732"
"other vegetables","2733"
"canned beer","2734"
"rolls/buns","2735"
"canned fruit","2735"
"ham","2736"
"other vegetables","2736"
"condensed milk","2736"
"domestic eggs","2736"
"salty snack","2736"
"beverages","2737"
"waffles","2737"
"whole milk","2738"
"brown bread","2738"
"pastry","2738"
"canned beer","2739"
"frankfurter","2740"
"sausage","2740"
"whole milk","2740"
"margarine","2740"
"sauces","2740"
"chocolate","2740"
"whole milk","2741"
"frozen dessert","2741"
"margarine","2741"
"snack products","2741"
"citrus fruit","2742"
"frankfurter","2743"
"pork","2743"
"herbs","2743"
"other vegetables","2743"
"butter","2743"
"rolls/buns","2743"
"frankfurter","2744"
"sausage","2744"
"other vegetables","2744"
"whole milk","2744"
"butter","2744"
"curd","2744"
"dessert","2744"
"yogurt","2744"
"brown bread","2744"
"pastry","2744"
"waffles","2744"
"chocolate","2744"
"dishes","2744"
"yogurt","2745"
"beverages","2745"
"bottled beer","2745"
"dishes","2745"
"whipped/sour cream","2746"
"condensed milk","2746"
"domestic eggs","2746"
"flour","2746"
"oil","2746"
"sugar","2746"
"candy","2747"
"frankfurter","2748"
"rolls/buns","2748"
"chicken","2749"
"beef","2749"
"pip fruit","2749"
"berries","2749"
"other vegetables","2749"
"whole milk","2749"
"whipped/sour cream","2749"
"frozen fruits","2749"
"frozen meals","2749"
"domestic eggs","2749"
"salty snack","2749"
"sausage","2750"
"rolls/buns","2750"
"brown bread","2751"
"pip fruit","2752"
"other vegetables","2752"
"whole milk","2752"
"whipped/sour cream","2752"
"coffee","2752"
"bottled water","2753"
"long life bakery product","2753"
"chicken","2754"
"UHT-milk","2754"
"frozen vegetables","2754"
"ice cream","2754"
"pickled vegetables","2754"
"bottled beer","2754"
"newspapers","2754"
"shopping bags","2754"
"sausage","2755"
"tropical fruit","2755"
"other vegetables","2755"
"butter","2755"
"sliced cheese","2755"
"domestic eggs","2755"
"rolls/buns","2755"
"brown bread","2755"
"napkins","2755"
"chicken","2756"
"pork","2756"
"butter","2756"
"candles","2756"
"pork","2757"
"yogurt","2757"
"beverages","2757"
"frozen vegetables","2757"
"frozen meals","2757"
"rolls/buns","2757"
"potato products","2757"
"bottled beer","2757"
"chocolate marshmallow","2757"
"kitchen towels","2757"
"ham","2758"
"rolls/buns","2758"
"soda","2758"
"shopping bags","2758"
"citrus fruit","2759"
"root vegetables","2759"
"domestic eggs","2759"
"margarine","2759"
"dishes","2759"
"rolls/buns","2760"
"pastry","2760"
"pasta","2760"
"soda","2760"
"fruit/vegetable juice","2760"
"specialty chocolate","2760"
"tropical fruit","2761"
"nuts/prunes","2761"
"whole milk","2761"
"whipped/sour cream","2761"
"waffles","2761"
"newspapers","2761"
"other vegetables","2762"
"whole milk","2762"
"whipped/sour cream","2762"
"condensed milk","2762"
"rolls/buns","2762"
"shopping bags","2762"
"other vegetables","2763"
"white bread","2763"
"newspapers","2763"
"photo/film","2764"
"pork","2765"
"tropical fruit","2765"
"root vegetables","2765"
"whipped/sour cream","2765"
"UHT-milk","2765"
"frozen vegetables","2765"
"roll products","2765"
"oil","2765"
"bottled water","2765"
"candy","2765"
"pastry","2766"
"sugar","2766"
"mustard","2766"
"chewing gum","2766"
"shopping bags","2766"
"frankfurter","2767"
"rolls/buns","2768"
"soda","2768"
"berries","2769"
"cookware","2769"
"flower (seeds)","2769"
"photo/film","2770"
"shopping bags","2770"
"photo/film","2771"
"whole milk","2772"
"butter","2772"
"curd","2772"
"frozen vegetables","2772"
"bottled water","2772"
"bottled beer","2772"
"detergent","2772"
"potted plants","2772"
"shopping bags","2772"
"waffles","2773"
"sausage","2774"
"sliced cheese","2774"
"cream cheese","2774"
"candy","2774"
"shopping bags","2774"
"hamburger meat","2775"
"other vegetables","2775"
"margarine","2775"
"sugar","2775"
"baking powder","2775"
"sweet spreads","2775"
"fruit/vegetable juice","2775"
"chewing gum","2775"
"specialty bar","2775"
"canned beer","2776"
"other vegetables","2777"
"specialty cheese","2777"
"chicken","2778"
"whole milk","2778"
"frozen vegetables","2778"
"brown bread","2778"
"sugar","2778"
"dog food","2778"
"ice cream","2779"
"chewing gum","2779"
"pork","2780"
"tropical fruit","2780"
"root vegetables","2780"
"herbs","2780"
"whole milk","2780"
"butter","2780"
"domestic eggs","2780"
"rolls/buns","2780"
"baking powder","2780"
"bottled water","2780"
"rum","2780"
"salty snack","2780"
"chocolate","2780"
"hygiene articles","2780"
"citrus fruit","2781"
"pip fruit","2781"
"other vegetables","2781"
"whole milk","2781"
"butter","2781"
"yogurt","2781"
"salt","2781"
"frozen meals","2782"
"pastry","2782"
"pasta","2782"
"ham","2783"
"meat","2783"
"chicken","2783"
"tropical fruit","2783"
"berries","2783"
"soft cheese","2783"
"specialty cheese","2783"
"long life bakery product","2783"
"flower (seeds)","2783"
"hamburger meat","2784"
"hard cheese","2784"
"pasta","2784"
"canned vegetables","2784"
"soda","2785"
"misc. beverages","2785"
"sparkling wine","2785"
"chewing gum","2785"
"specialty chocolate","2785"
"shopping bags","2785"
"frankfurter","2786"
"root vegetables","2786"
"canned beer","2787"
"frozen meals","2788"
"soda","2788"
"shopping bags","2788"
"whole milk","2789"
"misc. beverages","2790"
"canned beer","2791"
"root vegetables","2792"
"sausage","2793"
"onions","2793"
"canned beer","2794"
"male cosmetics","2794"
"tropical fruit","2795"
"onions","2795"
"spread cheese","2795"
"coffee","2795"
"canned beer","2795"
"liquor (appetizer)","2795"
"red/blush wine","2795"
"dental care","2795"
"light bulbs","2795"
"newspapers","2795"
"pastry","2796"
"soda","2796"
"sausage","2797"
"ham","2797"
"dessert","2797"
"canned beer","2798"
"soda","2799"
"canned beer","2800"
"newspapers","2800"
"cat food","2801"
"waffles","2801"
"sausage","2802"
"meat","2802"
"pork","2802"
"root vegetables","2802"
"other vegetables","2802"
"sliced cheese","2802"
"margarine","2802"
"cat food","2802"
"coffee","2802"
"dental care","2802"
"bottled water","2803"
"soda","2803"
"soda","2804"
"chocolate","2804"
"rolls/buns","2805"
"pork","2806"
"frozen meals","2807"
"soda","2808"
"pastry","2809"
"soda","2809"
"shopping bags","2810"
"brown bread","2811"
"bottled water","2811"
"yogurt","2812"
"bottled beer","2813"
"pip fruit","2814"
"whole milk","2814"
"rolls/buns","2814"
"pickled vegetables","2814"
"waffles","2814"
"hamburger meat","2815"
"other vegetables","2815"
"frozen vegetables","2815"
"frozen meals","2815"
"cat food","2815"
"fruit/vegetable juice","2815"
"long life bakery product","2816"
"potted plants","2816"
"ham","2817"
"whipped/sour cream","2817"
"beverages","2817"
"domestic eggs","2817"
"fruit/vegetable juice","2817"
"butter","2818"
"napkins","2818"
"whole milk","2819"
"seasonal products","2819"
"shopping bags","2819"
"dessert","2820"
"photo/film","2821"
"bags","2822"
"rolls/buns","2823"
"brown bread","2823"
"brown bread","2824"
"bottled water","2824"
"soda","2824"
"fruit/vegetable juice","2824"
"bottled beer","2824"
"newspapers","2824"
"photo/film","2824"
"beef","2825"
"root vegetables","2825"
"other vegetables","2825"
"margarine","2825"
"salty snack","2825"
"waffles","2825"
"specialty chocolate","2825"
"kitchen towels","2825"
"newspapers","2825"
"dessert","2826"
"soft cheese","2826"
"rolls/buns","2826"
"misc. beverages","2827"
"sugar","2828"
"sausage","2829"
"rolls/buns","2829"
"soda","2829"
"chocolate","2829"
"whole milk","2830"
"canned fish","2830"
"newspapers","2830"
"sausage","2831"
"finished products","2831"
"beverages","2831"
"domestic eggs","2831"
"pastry","2831"
"salty snack","2831"
"canned beer","2832"
"citrus fruit","2833"
"tropical fruit","2833"
"frozen meals","2833"
"frozen dessert","2833"
"rolls/buns","2833"
"misc. beverages","2833"
"sausage","2834"
"bottled beer","2834"
"liquor","2834"
"red/blush wine","2834"
"whole milk","2835"
"newspapers","2835"
"pip fruit","2836"
"whole milk","2836"
"pastry","2836"
"waffles","2836"
"cake bar","2836"
"specialty bar","2836"
"shopping bags","2836"
"frankfurter","2837"
"bottled beer","2837"
"citrus fruit","2838"
"whole milk","2838"
"misc. beverages","2839"
"frankfurter","2840"
"beef","2840"
"brown bread","2840"
"margarine","2840"
"soda","2840"
"candy","2840"
"chocolate","2841"
"napkins","2841"
"ham","2842"
"tropical fruit","2842"
"pip fruit","2842"
"grapes","2842"
"berries","2842"
"other vegetables","2842"
"curd","2842"
"dessert","2842"
"yogurt","2842"
"rolls/buns","2842"
"margarine","2842"
"honey","2842"
"specialty chocolate","2842"
"detergent","2842"
"napkins","2842"
"cling film/bags","2842"
"frankfurter","2843"
"brown bread","2843"
"bottled beer","2843"
"brown bread","2844"
"rolls/buns","2845"
"white bread","2845"
"waffles","2845"
"pip fruit","2846"
"zwieback","2846"
"salty snack","2846"
"cake bar","2846"
"specialty bar","2846"
"sausage","2847"
"root vegetables","2847"
"whole milk","2847"
"rolls/buns","2847"
"brown bread","2847"
"margarine","2847"
"soda","2847"
"long life bakery product","2847"
"cake bar","2847"
"root vegetables","2848"
"whole milk","2848"
"rolls/buns","2848"
"pork","2849"
"brown bread","2849"
"salt","2849"
"liquor","2849"
"shopping bags","2849"
"whole milk","2850"
"yogurt","2850"
"rolls/buns","2850"
"waffles","2850"
"specialty bar","2850"
"beverages","2851"
"tropical fruit","2852"
"domestic eggs","2852"
"newspapers","2852"
"specialty chocolate","2853"
"pastry","2854"
"cat food","2855"
"chicken","2856"
"citrus fruit","2856"
"root vegetables","2856"
"other vegetables","2856"
"beverages","2856"
"ice cream","2856"
"rice","2856"
"Instant food products","2856"
"sweet spreads","2856"
"canned fish","2856"
"soda","2856"
"fruit/vegetable juice","2856"
"red/blush wine","2856"
"newspapers","2856"
"shopping bags","2856"
"bottled beer","2857"
"liquor","2857"
"red/blush wine","2857"
"whipped/sour cream","2858"
"candy","2858"
"long life bakery product","2859"
"beef","2860"
"root vegetables","2860"
"white wine","2860"
"shopping bags","2860"
"salty snack","2861"
"other vegetables","2862"
"soda","2862"
"specialty bar","2862"
"meat","2863"
"citrus fruit","2863"
"root vegetables","2863"
"whole milk","2863"
"dessert","2863"
"yogurt","2863"
"waffles","2863"
"detergent","2863"
"fish","2864"
"rolls/buns","2864"
"potted plants","2864"
"whole milk","2865"
"sliced cheese","2865"
"long life bakery product","2865"
"candy","2865"
"hair spray","2865"
"detergent","2866"
"hamburger meat","2867"
"photo/film","2867"
"whole milk","2868"
"dessert","2868"
"yogurt","2868"
"sliced cheese","2868"
"rolls/buns","2868"
"soda","2868"
"seasonal products","2868"
"beef","2869"
"frozen meals","2870"
"bottled beer","2870"
"pip fruit","2871"
"yogurt","2871"
"yogurt","2872"
"frozen vegetables","2872"
"decalcifier","2872"
"rolls/buns","2873"
"whole milk","2874"
"frozen meals","2874"
"pasta","2874"
"candy","2874"
"ham","2875"
"frozen meals","2875"
"rolls/buns","2875"
"canned fish","2875"
"coffee","2875"
"instant coffee","2875"
"frozen meals","2876"
"ice cream","2877"
"canned fruit","2877"
"canned beer","2877"
"shopping bags","2877"
"pork","2878"
"frozen potato products","2878"
"rolls/buns","2878"
"margarine","2878"
"coffee","2878"
"female sanitary products","2878"
"chewing gum","2879"
"tropical fruit","2880"
"root vegetables","2880"
"other vegetables","2880"
"butter","2880"
"dessert","2880"
"sliced cheese","2880"
"frozen vegetables","2880"
"ice cream","2880"
"frozen dessert","2880"
"rolls/buns","2880"
"Instant food products","2880"
"baking powder","2880"
"canned fish","2880"
"fruit/vegetable juice","2880"
"newspapers","2880"
"shopping bags","2880"
"whole milk","2881"
"pastry","2881"
"sugar","2881"
"soda","2881"
"hygiene articles","2881"
"whole milk","2882"
"cereals","2882"
"bottled water","2883"
"soda","2883"
"sausage","2884"
"whole milk","2884"
"rolls/buns","2884"
"whole milk","2885"
"napkins","2885"
"whole milk","2886"
"whole milk","2887"
"specialty bar","2887"
"pork","2888"
"tropical fruit","2888"
"white bread","2888"
"soda","2888"
"bottled beer","2888"
"curd","2889"
"dessert","2890"
"frozen potato products","2890"
"specialty chocolate","2890"
"waffles","2891"
"onions","2892"
"other vegetables","2892"
"spread cheese","2892"
"misc. beverages","2892"
"misc. beverages","2893"
"canned beer","2893"
"shopping bags","2894"
"white wine","2895"
"frankfurter","2896"
"curd","2896"
"semi-finished bread","2896"
"white bread","2897"
"canned beer","2897"
"pork","2898"
"beef","2898"
"other vegetables","2898"
"curd","2898"
"whipped/sour cream","2898"
"specialty cheese","2898"
"dental care","2898"
"shopping bags","2898"
"other vegetables","2899"
"whole milk","2899"
"pork","2900"
"berries","2901"
"salt","2901"
"organic products","2901"
"cat food","2901"
"soda","2901"
"bottled beer","2901"
"female sanitary products","2901"
"frankfurter","2902"
"root vegetables","2902"
"bottled beer","2902"
"shopping bags","2902"
"root vegetables","2903"
"whole milk","2903"
"hard cheese","2903"
"candy","2903"
"finished products","2904"
"pip fruit","2904"
"frozen potato products","2904"
"soda","2904"
"bottled water","2905"
"misc. beverages","2905"
"bottled beer","2905"
"margarine","2906"
"coffee","2906"
"instant coffee","2906"
"soda","2906"
"canned beer","2906"
"soda","2907"
"shopping bags","2907"
"hamburger meat","2908"
"whole milk","2908"
"canned vegetables","2908"
"soda","2908"
"root vegetables","2909"
"onions","2909"
"other vegetables","2909"
"whole milk","2909"
"curd","2909"
"yogurt","2909"
"frozen fish","2909"
"waffles","2909"
"root vegetables","2910"
"onions","2910"
"other vegetables","2910"
"curd","2910"
"whipped/sour cream","2910"
"pickled vegetables","2910"
"specialty vegetables","2910"
"soda","2911"
"canned beer","2912"
"frozen fish","2913"
"beverages","2914"
"pip fruit","2915"
"potted plants","2916"
"pork","2917"
"whole milk","2917"
"fruit/vegetable juice","2918"
"fruit/vegetable juice","2919"
"fruit/vegetable juice","2920"
"salty snack","2920"
"tropical fruit","2921"
"yogurt","2922"
"misc. beverages","2922"
"canned beer","2923"
"canned beer","2924"
"cream cheese","2925"
"rolls/buns","2925"
"candy","2925"
"shopping bags","2925"
"bottled water","2926"
"sausage","2927"
"hamburger meat","2927"
"citrus fruit","2927"
"other vegetables","2927"
"dessert","2927"
"yogurt","2927"
"frozen meals","2927"
"frozen potato products","2927"
"white bread","2927"
"fruit/vegetable juice","2927"
"long life bakery product","2927"
"chocolate","2927"
"candy","2927"
"house keeping products","2927"
"soda","2928"
"bottled beer","2928"
"liquor","2928"
"red/blush wine","2928"
"newspapers","2929"
"whole milk","2930"
"beverages","2930"
"potted plants","2931"
"yogurt","2932"
"hard cheese","2932"
"sugar","2932"
"bottled beer","2932"
"roll products","2933"
"misc. beverages","2933"
"soft cheese","2934"
"frozen meals","2935"
"ice cream","2936"
"frankfurter","2937"
"pork","2937"
"tropical fruit","2937"
"whole milk","2937"
"whipped/sour cream","2937"
"frozen vegetables","2937"
"frozen fish","2937"
"margarine","2937"
"newspapers","2937"
"meat","2938"
"turkey","2938"
"tropical fruit","2938"
"root vegetables","2938"
"onions","2938"
"other vegetables","2938"
"whole milk","2938"
"butter","2938"
"yogurt","2938"
"whipped/sour cream","2938"
"sliced cheese","2938"
"hard cheese","2938"
"frozen meals","2938"
"frozen dessert","2938"
"domestic eggs","2938"
"white bread","2938"
"salt","2938"
"rice","2938"
"oil","2938"
"margarine","2938"
"mustard","2938"
"baking powder","2938"
"dog food","2938"
"bottled water","2938"
"fruit/vegetable juice","2938"
"rum","2938"
"long life bakery product","2938"
"chocolate","2938"
"cooking chocolate","2938"
"soda","2939"
"butter milk","2940"
"pastry","2940"
"frozen potato products","2941"
"rolls/buns","2941"
"oil","2941"
"bottled water","2941"
"canned beer","2941"
"hygiene articles","2941"
"napkins","2941"
"other vegetables","2942"
"margarine","2942"
"coffee","2942"
"canned beer","2942"
"flower (seeds)","2942"
"frankfurter","2943"
"pork","2943"
"whole milk","2943"
"pastry","2943"
"soda","2943"
"misc. beverages","2944"
"salty snack","2944"
"sausage","2945"
"UHT-milk","2945"
"butter","2946"
"yogurt","2946"
"rolls/buns","2946"
"detergent","2946"
"shopping bags","2946"
"frankfurter","2947"
"pork","2947"
"beef","2947"
"hamburger meat","2947"
"other vegetables","2947"
"whole milk","2947"
"butter","2947"
"curd","2947"
"yogurt","2947"
"whipped/sour cream","2947"
"cream cheese","2947"
"frozen vegetables","2947"
"domestic eggs","2947"
"rolls/buns","2947"
"sugar","2947"
"mustard","2947"
"ketchup","2947"
"meat spreads","2947"
"canned fish","2947"
"bottled beer","2947"
"chewing gum","2947"
"decalcifier","2947"
"hygiene articles","2947"
"bottled water","2948"
"kitchen towels","2949"
"other vegetables","2950"
"whole milk","2950"
"bottled water","2950"
"soda","2950"
"fruit/vegetable juice","2950"
"salty snack","2950"
"dental care","2950"
"newspapers","2950"
"butter","2951"
"ice cream","2951"
"margarine","2951"
"soda","2951"
"sausage","2952"
"whole milk","2952"
"domestic eggs","2952"
"rolls/buns","2952"
"fruit/vegetable juice","2952"
"light bulbs","2952"
"frankfurter","2953"
"pork","2953"
"pip fruit","2953"
"root vegetables","2953"
"other vegetables","2953"
"whole milk","2953"
"butter milk","2953"
"yogurt","2953"
"cream cheese","2953"
"rolls/buns","2953"
"brown bread","2953"
"soda","2953"
"liver loaf","2954"
"root vegetables","2954"
"other vegetables","2954"
"whole milk","2954"
"frozen vegetables","2954"
"white wine","2954"
"white wine","2955"
"frankfurter","2956"
"tropical fruit","2956"
"root vegetables","2956"
"whole milk","2956"
"curd","2956"
"dessert","2956"
"frozen vegetables","2956"
"pastry","2956"
"instant coffee","2956"
"tea","2956"
"newspapers","2956"
"meat","2957"
"canned beer","2958"
"chicken","2959"
"soda","2959"
"liquor","2959"
"white wine","2959"
"shopping bags","2959"
"other vegetables","2960"
"hard cheese","2960"
"processed cheese","2960"
"cereals","2960"
"pickled vegetables","2960"
"long life bakery product","2960"
"specialty chocolate","2960"
"pip fruit","2961"
"whole milk","2961"
"dessert","2961"
"butter milk","2961"
"rolls/buns","2961"
"cereals","2961"
"other vegetables","2962"
"whole milk","2962"
"processed cheese","2962"
"white bread","2962"
"soda","2962"
"newspapers","2962"
"yogurt","2963"
"frozen vegetables","2963"
"root vegetables","2964"
"whole milk","2964"
"rolls/buns","2964"
"shopping bags","2965"
"UHT-milk","2966"
"bottled water","2966"
"soda","2966"
"whole milk","2967"
"dessert","2967"
"butter milk","2967"
"hamburger meat","2968"
"pip fruit","2968"
"other vegetables","2968"
"whole milk","2968"
"yogurt","2968"
"cream cheese","2968"
"margarine","2968"
"sugar","2968"
"baking powder","2968"
"meat spreads","2968"
"bottled water","2968"
"chewing gum","2968"
"frozen vegetables","2969"
"bottled beer","2969"
"root vegetables","2970"
"other vegetables","2970"
"whole milk","2970"
"butter","2970"
"dessert","2970"
"frozen meals","2970"
"frozen fish","2970"
"rice","2970"
"bottled water","2970"
"fruit/vegetable juice","2970"
"long life bakery product","2970"
"chocolate","2970"
"sausage","2971"
"other vegetables","2971"
"whole milk","2971"
"butter","2971"
"cat food","2971"
"salty snack","2971"
"long life bakery product","2971"
"waffles","2971"
"chocolate","2971"
"whole milk","2972"
"rolls/buns","2972"
"salty snack","2972"
"chocolate","2972"
"newspapers","2972"
"beef","2973"
"hamburger meat","2973"
"tropical fruit","2973"
"root vegetables","2973"
"onions","2973"
"other vegetables","2973"
"whole milk","2973"
"butter","2973"
"yogurt","2973"
"whipped/sour cream","2973"
"sliced cheese","2973"
"mayonnaise","2973"
"frozen vegetables","2973"
"frozen potato products","2973"
"rolls/buns","2973"
"white bread","2973"
"rice","2973"
"oil","2973"
"specialty fat","2973"
"specialty vegetables","2973"
"canned fish","2973"
"coffee","2973"
"instant coffee","2973"
"bottled beer","2973"
"liquor (appetizer)","2973"
"long life bakery product","2973"
"chocolate","2973"
"napkins","2973"
"house keeping products","2973"
"sausage","2974"
"meat","2974"
"whole milk","2974"
"rolls/buns","2974"
"bottled beer","2974"
"pork","2975"
"beef","2975"
"packaged fruit/vegetables","2975"
"pastry","2975"
"bottled beer","2976"
"salty snack","2977"
"female sanitary products","2977"
"bottled beer","2978"
"soda","2979"
"skin care","2979"
"bottled water","2980"
"frankfurter","2981"
"other vegetables","2981"
"mustard","2981"
"soda","2981"
"napkins","2981"
"light bulbs","2981"
"tropical fruit","2982"
"other vegetables","2982"
"whole milk","2982"
"yogurt","2982"
"rolls/buns","2982"
"baking powder","2982"
"long life bakery product","2982"
"chocolate","2982"
"newspapers","2982"
"canned beer","2983"
"chicken","2984"
"citrus fruit","2984"
"curd","2984"
"yogurt","2984"
"domestic eggs","2984"
"rolls/buns","2984"
"spices","2984"
"bottled water","2984"
"waffles","2984"
"chocolate","2984"
"shopping bags","2984"
"citrus fruit","2985"
"tropical fruit","2985"
"ice cream","2985"
"curd","2986"
"citrus fruit","2987"
"tropical fruit","2987"
"other vegetables","2987"
"whole milk","2987"
"butter","2987"
"whipped/sour cream","2987"
"domestic eggs","2987"
"sugar","2987"
"salty snack","2987"
"long life bakery product","2987"
"napkins","2987"
"shopping bags","2987"
"citrus fruit","2988"
"tropical fruit","2988"
"brown bread","2988"
"napkins","2988"
"other vegetables","2989"
"soda","2989"
"bottled beer","2989"
"bottled water","2990"
"soda","2990"
"waffles","2990"
"chicken","2991"
"root vegetables","2991"
"onions","2991"
"other vegetables","2991"
"frozen vegetables","2991"
"cake bar","2991"
"waffles","2992"
"curd","2993"
"cake bar","2993"
"oil","2994"
"berries","2995"
"root vegetables","2995"
"herbs","2995"
"other vegetables","2995"
"whole milk","2995"
"curd","2995"
"cream cheese","2995"
"cereals","2995"
"long life bakery product","2995"
"waffles","2995"
"shopping bags","2995"
"frankfurter","2996"
"hamburger meat","2996"
"whole milk","2996"
"cream cheese","2996"
"salty snack","2996"
"pork","2997"
"beef","2997"
"frozen vegetables","2997"
"frozen meals","2997"
"potato products","2997"
"margarine","2997"
"napkins","2997"
"cookware","2997"
"tropical fruit","2998"
"root vegetables","2998"
"whole milk","2998"
"rolls/buns","2998"
"bottled water","2998"
"napkins","2998"
"dishes","2998"
"frankfurter","2999"
"meat","2999"
"whole milk","2999"
"roll products","2999"
"flour","2999"
"pickled vegetables","2999"
"bottled beer","2999"
"napkins","2999"
"shopping bags","2999"
"specialty cheese","3000"
"chewing gum","3000"
"pork","3001"
"root vegetables","3001"
"onions","3001"
"bottled water","3001"
"soda","3001"
"citrus fruit","3002"
"tropical fruit","3002"
"root vegetables","3002"
"other vegetables","3002"
"whole milk","3002"
"yogurt","3002"
"sliced cheese","3002"
"hard cheese","3002"
"specialty cheese","3002"
"dog food","3002"
"bottled water","3002"
"newspapers","3002"
"bottled beer","3003"
"white wine","3003"
"other vegetables","3004"
"butter milk","3004"
"rolls/buns","3004"
"oil","3004"
"bottled water","3004"
"fruit/vegetable juice","3004"
"softener","3004"
"dishes","3004"
"frankfurter","3005"
"beef","3005"
"pip fruit","3005"
"whole milk","3005"
"yogurt","3005"
"whipped/sour cream","3005"
"cream cheese","3005"
"frozen vegetables","3005"
"flour","3005"
"margarine","3005"
"canned vegetables","3005"
"pickled vegetables","3005"
"coffee","3005"
"bottled water","3005"
"soda","3005"
"misc. beverages","3005"
"fruit/vegetable juice","3005"
"salty snack","3005"
"waffles","3005"
"potted plants","3005"
"canned beer","3006"
"citrus fruit","3007"
"tropical fruit","3007"
"dessert","3007"
"condensed milk","3007"
"margarine","3007"
"other vegetables","3008"
"white bread","3008"
"citrus fruit","3009"
"root vegetables","3009"
"other vegetables","3009"
"whole milk","3009"
"whipped/sour cream","3009"
"soft cheese","3009"
"frozen vegetables","3009"
"white bread","3009"
"flour","3009"
"margarine","3009"
"baking powder","3009"
"waffles","3009"
"hygiene articles","3009"
"whole milk","3010"
"cream cheese","3010"
"salty snack","3010"
"candy","3010"
"soda","3011"
"fruit/vegetable juice","3011"
"cake bar","3011"
"candy","3011"
"candles","3011"
"other vegetables","3012"
"pip fruit","3013"
